Site Name,State,Latitude,Longitude,Bat Species,Bat ID,Mass (prior resp),Sex,Age,Date Captured,Forearm Length
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO111,11.3,Female,Adult,3/10/2017,45.7
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO112,9.4,Male,Adult,3/10/2017,42.3
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO113,8.7,Male,Adult,3/10/2017,41.5
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO114,8,Female,Adult,3/10/2017,43.6
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO115,11,Female,Adult,3/10/2017,42.3
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO116,9.6,Male,Adult,3/10/2017,44
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO117,10.5,Female,Adult,3/10/2017,44
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO118,9.8,Female,Adult,3/10/2017,45.8
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO119,12.5,Female,Adult,3/10/2017,45.5
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO120,11.2,Female,Adult,3/10/2017,44.3
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO121,10.7,Female,Adult,3/10/2017,44.5
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO122,7.9,Male,Adult,3/10/2017,44.3
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO123,11.5,Female,Adult,3/10/2017,44.2
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO124,12.4,Female,Adult,3/10/2017,45.2
Logan Cave,UT,41.814193,-111.6242,Myotis evotis,MYEV109,5.5,Male,Adult,3/10/2017,37.3
Logan Cave,UT,41.814193,-111.6242,Myotis thysanodes,MYTH23,10.1,Male,Adult,3/10/2017,42
Logan Cave,UT,41.814193,-111.6242,Myotis lucifugus,MYLU95,8,Male,Adult,3/10/2017,37.2
Logan Cave,UT,41.814193,-111.6242,Myotis lucifugus,MYLU96,6.4,Male,Adult,3/10/2017,36.2
Logan Cave,UT,41.814193,-111.6242,Myotis lucifugus,MYLU97,7.4,Male,Adult,3/10/2017,38.7
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO153,8.6,Male,Adult,11/10/2017,43.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO154,8.8,Male,Young of the Year,11/10/2017,42.9
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO155,10.8,Female,Adult,11/10/2017,44.2
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO156,9.5,Male,Adult,11/10/2017,43.7
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO157,8.5,Male,Adult,11/10/2017,43.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO158,9.5,Female,Adult,11/10/2017,44
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO159,10.5,Female,Adult,11/10/2017,44.4
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO160,7.7,Male,Young of the Year,11/10/2017,43.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO161,9.9,Female,Adult,11/10/2017,44.4
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO162,12.3,Female,Adult,11/10/2017,45.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO163,9.4,Female,Adult,11/10/2017,44.3
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO164,9.5,Male,Adult,11/10/2017,43.9
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO165,9.8,Female,Adult,11/10/2017,45.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO166,8.9,Male,Adult,11/10/2017,45.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO167,9.8,Female,Adult,11/10/2017,44.7
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO168,8.2,Male,Adult,11/10/2017,43
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO169,8.7,Male,Adult,11/10/2017,43.7
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO170,11.6,Female,Adult,11/10/2017,46.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO171,11.5,Female,Adult,11/10/2017,44
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO172,8.2,Male,Young of the Year,11/10/2017,43.2
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO173,9.4,Male,Adult,11/10/2017,42.8
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO174,9.3,Female,Adult,11/10/2017,45.5
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO175,8.7,Female,Adult,11/10/2017,41.6
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO176,8.2,Male,Adult,11/10/2017,41.5
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO177,9.9,Male,Young of the Year,11/10/2017,43.8
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO178,8.7,Male,Adult,11/10/2017,42
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO179,8,Male,Adult,11/10/2017,42.6
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO180,8.8,Female,Young of the Year,11/10/2017,44.7
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO181,11.8,Female,Adult,11/10/2017,44.5
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO182,11,Female,Adult,11/10/2017,44
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO183,11.1,Female,Adult,11/10/2017,43.3
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO184,8.7,Male,Adult,11/10/2017,43.5
Logan Cave,UT,41.814193,-111.6242,Myotis ciliolabrum,MYCI24,6.1,Male,Adult,11/10/2017,33.6
Logan Cave,UT,41.814193,-111.6242,Eptesicus fuscus,EPFU6,18.9,Male,Adult,11/10/2017,47.9
Logan Cave,UT,41.814193,-111.6242,Myotis lucifugus,MYLU98,5.5,Male,Adult,11/10/2017,35.2
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO187,10.8,Male,Adult,23/01/2018,44.8
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO188,10.5,Female,Adult,23/01/2018,44.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO189,10.2,Female,Adult,23/01/2018,4.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO190,9.5,Female,Adult,23/01/2018,45.5
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO191,11.2,Female,Adult,23/01/2018,43.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO192,10.8,Female,Adult,23/01/2018,43.6
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO193,9.1,Male,Adult,23/01/2018,42.7
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO194,10.8,Female,Adult,23/01/2018,44.9
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO195,11.8,Female,Adult,23/01/2018,43.2
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO196,9.3,Male,Adult,23/01/2018,43.6
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO197,9,Male,Adult,23/01/2018,41.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO198,9.7,Male,Adult,23/01/2018,43.3
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO199,10.7,Female,Adult,23/01/2018,45
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO200,11,Female,Adult,23/01/2018,43.4
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO201,9,Male,Adult,23/01/2018,42.2
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO202,9.1,Male,Adult,23/01/2018,41.6
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO203,9.3,Male,Adult,23/01/2018,43.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO204,11.1,Female,Adult,23/01/2018,44.9
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO205,10.9,Female,Adult,23/01/2018,47
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO206,11.9,Female,Adult,23/01/2018,44.5
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO207,9.2,Male,Adult,23/01/2018,44.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO208,9.7,Male,Adult,23/01/2018,43
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO209,9,Male,Adult,23/01/2018,42.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO210,9.5,Male,Adult,23/01/2018,44.8
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO211,9.1,Male,Adult,23/01/2018,44.1
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO212,9.3,Male,Adult,23/01/2018,43.9
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO213,10.8,Female,Adult,23/01/2018,46
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO214,8.4,Male,Adult,23/01/2018,42.3
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO215,11.8,Female,Adult,23/01/2018,46
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO216,9.2,Female,Adult,23/01/2018,43.6
Logan Cave,UT,41.814193,-111.6242,Corynorhinus townsendii,COTO217,9.7,Male,Adult,23/01/2018,41.7
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI1,5.5,Male,Adult,7/10/2017,33.4
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI2,5.6,Male,Adult,7/10/2017,33.1
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI3,5.7,Male,Adult,7/10/2017,31.8
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI4,5.7,Male,Adult,7/10/2017,31.6
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI5,5.7,Male,Adult,7/10/2017,31.3
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI6,5.6,Male,Adult,7/10/2017,31.7
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI7,5.7,Male,Adult,7/10/2017,31.1
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI8,5.5,Male,Adult,7/10/2017,33.8
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI9,5.8,Male,Adult,7/10/2017,33.9
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI10,6.2,Male,Adult,7/10/2017,32.5
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI11,5.8,Male,Adult,7/10/2017,31
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI12,5.9,Female,Adult,7/10/2017,34.2
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI13,6.2,Female,Adult,7/10/2017,34.9
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI14,5.7,Male,Adult,7/10/2017,31.2
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI15,6.1,Male,Adult,7/10/2017,34.1
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI16,6.1,Male,Adult,7/10/2017,33.2
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI17,5.7,Male,Adult,7/10/2017,32.9
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI18,6.1,Male,Adult,7/10/2017,33.7
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI19,6.1,Male,Adult,7/10/2017,32.7
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI20,6.1,Male,Adult,7/10/2017,32.7
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI21,5.8,Female,Adult,7/10/2017,34.9
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI22,5.2,Male,Adult,7/10/2017,32.4
Piermont Mine,NV,39.485795,-114.550516,Myotis ciliolabrum,MYCI23,5.6,Male,Adult,7/10/2017,32.7
Piermont Mine,NV,39.485795,-114.550516,Myotis volans,MYVO57,10.3,Male,Adult,7/10/2017,38.2
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO140,11.7,Female,Adult,8/10/2017,46
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO141,11.3,Female,Adult,8/10/2017,44.9
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO125,12.2,Female,Adult,7/10/2017,46.5
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO126,11,Female,Adult,7/10/2017,43.9
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO127,10.2,Male,Adult,7/10/2017,44.6
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO128,9.5,Male,Adult,7/10/2017,43.3
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO129,11.9,Female,Adult,7/10/2017,46.1
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO130,8.4,Male,Adult,7/10/2017,42.7
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO131,9.2,Male,Adult,7/10/2017,43.4
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO132,11.3,Female,Adult,7/10/2017,46.6
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO133,9.1,Male,Adult,7/10/2017,45
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO134,11.8,Female,Adult,7/10/2017,45.4
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO135,8.9,Male,Adult,7/10/2017,42.5
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO136,8.4,Male,Adult,7/10/2017,44.3
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO137,10.2,Male,Adult,7/10/2017,45.2
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO138,9.3,Male,Adult,7/10/2017,43.3
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO139,10.4,Male,Adult,7/10/2017,44.6
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO142,12,Female,Adult,8/10/2017,45.3
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO143,11,Female,Adult,8/10/2017,45.7
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO144,12,Female,Adult,8/10/2017,44.2
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO145,12.7,Female,Adult,8/10/2017,46.5
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO146,11.8,Female,Adult,8/10/2017,44.5
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO147,10.6,Female,Adult,8/10/2017,44.3
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO148,8.6,Male,Adult,8/10/2017,43
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO149,9.3,Male,Adult,8/10/2017,45
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO150,9.9,Female,Adult,8/10/2017,45.3
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO151,9.1,Male,Adult,8/10/2017,43.1
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO152,10.3,Female,Adult,8/10/2017,43.1
Piermont Mine,NV,39.485795,-114.550516,Myotis volans,MYVO58,9.7,Male,Adult,8/10/2017,37.8
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO218,9,Male,Adult,29/01/2018,43.7
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO219,9,Male,Adult,29/01/2018,43.5
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO220,9.6,Male,Adult,29/01/2018,43.7
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO221,8.4,Male,Adult,29/01/2018,42.3
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO222,10.8,Female,Adult,29/01/2018,45
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO223,9.5,Male,Adult,29/01/2018,42.9
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO224,10.6,Female,Adult,29/01/2018,45.9
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO225,11,Female,Adult,29/01/2018,45.7
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO226,8.1,Male,Adult,29/01/2018,43.1
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO227,8,Male,Adult,29/01/2018,43.6
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO228,10.2,Female,Adult,29/01/2018,45.9
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO229,9.2,Female,Adult,29/01/2018,44.3
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO230,8.2,Male,Adult,29/01/2018,45
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO231,8.8,Male,Adult,29/01/2018,44.8
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO232,8.9,Male,Adult,29/01/2018,44
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO233,8.1,Male,Adult,29/01/2018,40.7
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO234,9.2,Male,Adult,29/01/2018,44.8
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO235,9,Female,Adult,29/01/2018,43.1
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO236,8.9,Female,Adult,29/01/2018,44.2
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO237,8.1,Male,Adult,29/01/2018,44.4
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO238,9.8,Female,Adult,29/01/2018,44.2
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO239,8.8,Male,Adult,29/01/2018,44.5
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO240,8.1,Female,Adult,29/01/2018,41.8
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO241,8.6,Female,Adult,29/01/2018,44.5
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO242,8.7,Female,Adult,29/01/2018,44.9
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO243,8.9,Male,Adult,29/01/2018,45.1
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO244,8.9,Male,Adult,29/01/2018,43.6
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO245,11.1,Female,Adult,29/01/2018,46.1
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO246,10.2,Female,Adult,29/01/2018,46.6
Piermont Mine,NV,39.485795,-114.550516,Corynorhinus townsendii,COTO247,9.1,Male,Adult,29/01/2018,44
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO248,8.9,Male,Adult,1/02/2018,44.8
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO249,8.6,Female,Adult,1/02/2018,44.8
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO250,9.5,Female,Adult,1/02/2018,43.9
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO251,10.2,Female,Adult,1/02/2018,45.5
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO252,9.1,Male,Adult,1/02/2018,44.6
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO253,8.3,Male,Adult,1/02/2018,43.1
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO254,9.7,Female,Adult,1/02/2018,45.1
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO255,9.3,Male,Adult,1/02/2018,44.9
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO256,9.2,Female,Adult,1/02/2018,44.5
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO257,9.3,Female,Adult,1/02/2018,42.6
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO258,9.1,Male,Adult,1/02/2018,43
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO259,8.3,Male,Adult,1/02/2018,43.1
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO260,9.5,Female,Adult,1/02/2018,44.7
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO261,8.9,Male,Adult,1/02/2018,44.9
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO262,9.9,Female,Adult,1/02/2018,46.4
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO263,7.9,Male,Adult,1/02/2018,42.9
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO264,9.2,Female,Adult,1/02/2018,45.5
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO265,8.4,Male,Adult,1/02/2018,43.2
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO266,10.3,Female,Adult,1/02/2018,45
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO267,9.4,Female,Adult,1/02/2018,44.1
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO268,8.6,Male,Adult,1/02/2018,42.9
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO269,9,Male,Adult,1/02/2018,44.9
Big Chief Mine,NV,0,0,Corynorhinus townsendii,COTO270,9.1,Male,Adult,1/02/2018,46.1
Big Chief Mine,NV,0,0,Myotis ciliolabrum,MYCI26,5.2,Female,Adult,1/02/2018,34.4
Big Chief Mine,NV,0,0,Myotis ciliolabrum,MYCI27,5.6,Female,Adult,1/02/2018,33.2
Big Chief Mine,NV,0,0,Myotis ciliolabrum,MYCI28,4.6,Female,Adult,1/02/2018,32.1
Big Chief Mine,NV,0,0,Myotis ciliolabrum,MYCI29,4.8,Female,Adult,1/02/2018,35.1
Big Chief Mine,NV,0,0,Myotis ciliolabrum,MYCI30,4.4,Male,Adult,1/02/2018,32.5
Big Chief Mine,NV,0,0,Myotis ciliolabrum,MYCI31,5.1,Female,Adult,1/02/2018,33.1
Big Chief Mine,NV,0,0,Myotis ciliolabrum,MYCI32,4.7,Female,Adult,1/02/2018,34.5
Big Chief Mine,NV,0,0,Myotis ciliolabrum,MYCI33,4.9,Female,Adult,1/02/2018,34.7
Big Chief Mine,NV,0,0,Myotis ciliolabrum,MYCI34,4.8,Female,Adult,1/02/2018,32.9
Big Chief Mine,NV,0,0,Myotis ciliolabrum,MYCI35,4.7,Female,Adult,1/02/2018,34.4
Big Chief Mine,NV,0,0,Myotis ciliolabrum,MYCI36,4.5,Male,Adult,1/02/2018,32.9
Big Chief Mine,NV,0,0,Myotis ciliolabrum,MYCI37,4.1,Male,Adult,1/02/2018,32.8
Big Chief Mine,NV,0,0,Myotis ciliolabrum,MYCI38,4.1,Male,Adult,1/02/2018,31.7
Big Chief Mine,NV,0,0,Myotis ciliolabrum,MYCI39,4.3,Male,Adult,1/02/2018,31.4
